Table IV
The resulting deperturbed (diabatic) potential energy curves of the singlet A1Sigma+ 
state U_A(r) and triplet b3Pi(Omega=0,1,2) sub-states U_b0(r), U_b1(r), U_b2(r) 
as well as spin-orbit splitting A_01(r), A_12(r) and V_Ab0(r) functions.
Energies - in cm-1, internuclear distance in Angstroms.
=======================================================================================
     r       U_A       U_b0       U_b1        U_b2        A_01        A_12      V_Ab0
---------------------------------------------------------------------------------------
  Angstroms                                         cm-1
=======================================================================================
  4.753493  10519.246  11840.048  11916.590  12012.800     76.541     96.210     88.912
  4.755297  10519.585  11844.591  11921.142  12017.377     76.551     96.235     88.908
  4.757102  10519.929  11849.138  11925.699  12021.958     76.561     96.259     88.903
  4.758907  10520.280  11853.689  11930.260  12026.544     76.571     96.284     88.899
  4.760714  10520.636  11858.245  11934.826  12031.135     76.581     96.309     88.895
  4.762522  10520.998  11862.804  11939.396  12035.730     76.591     96.334     88.891
  4.764331  10521.366  11867.368  11943.970  12040.330     76.602     96.360     88.888
  4.766141  10521.740  11871.936  11948.549  12044.934     76.612     96.385     88.884
  4.767952  10522.120  11876.509  11953.132  12049.542     76.623     96.411     88.880
  4.769764  10522.506  11881.085  11957.719  12054.156     76.634     96.436     88.877
  4.771576  10522.897  11885.666  11962.311  12058.773     76.645     96.462     88.873
  4.773390  10523.294  11890.251  11966.908  12063.396     76.657     96.488     88.870
  4.775205  10523.698  11894.840  11971.508  12068.023     76.668     96.514     88.866
  4.777021  10524.107  11899.434  11976.114  12072.654     76.680     96.540     88.863
  4.778838  10524.522  11904.031  11980.723  12077.290     76.692     96.567     88.860
  4.780656  10524.942  11908.633  11985.337  12081.930     76.704     96.593     88.857
  4.782476  10525.369  11913.239  11989.955  12086.575     76.716     96.620     88.854
  4.784296  10525.801  11917.849  11994.578  12091.225     76.729     96.647     88.851
  4.786117  10526.240  11922.463  11999.205  12095.878     76.741     96.674     88.848
  4.787939  10526.684  11927.082  12003.836  12100.537     76.754     96.701     88.845
  4.789763  10527.134  11931.705  12008.472  12105.200     76.767     96.728     88.842
  4.791587  10527.590  11936.332  12013.112  12109.867     76.780     96.755     88.840
  4.793413  10528.051  11940.963  12017.756  12114.539     76.793     96.783     88.837
  4.795239  10528.519  11945.598  12022.405  12119.215     76.807     96.811     88.835
  4.797067  10528.992  11950.237  12027.058  12123.896     76.821     96.838     88.832
  4.798896  10529.471  11954.881  12031.715  12128.582     76.834     96.866     88.830
  4.800726  10529.956  11959.529  12036.377  12133.271     76.849     96.894     88.828
  4.802557  10530.447  11964.180  12041.043  12137.966     76.863     96.923     88.826
  4.804389  10530.943  11968.836  12045.714  12142.665     76.877     96.951     88.824
  4.806222  10531.446  11973.497  12050.388  12147.368     76.892     96.979     88.822
  4.808057  10531.954  11978.161  12055.068  12152.076     76.907     97.008     88.820
  4.809892  10532.468  11982.829  12059.751  12156.788     76.922     97.037     88.818
  4.811729  10532.988  11987.502  12064.439  12161.504     76.937     97.066     88.816
  4.813566  10533.514  11992.179  12069.131  12166.225     76.952     97.095     88.815
  4.815405  10534.045  11996.859  12073.827  12170.951     76.968     97.124     88.813
  4.817245  10534.582  12001.544  12078.528  12175.681     76.983     97.153     88.812
  4.819086  10535.125  12006.234  12083.233  12180.415     76.999     97.183     88.810
  4.820928  10535.674  12010.927  12087.942  12185.154     77.015     97.212     88.809
  4.822772  10536.229  12015.624  12092.656  12189.898     77.032     97.242     88.808
  4.824616  10536.789  12020.326  12097.374  12194.646     77.048     97.272     88.806
  4.826462  10537.356  12025.031  12102.096  12199.398     77.065     97.302     88.805
  4.828309  10537.928  12029.741  12106.822  12204.154     77.082     97.332     88.804
  4.830157  10538.506  12034.454  12111.553  12208.916     77.099     97.363     88.803
  4.832006  10539.089  12039.172  12116.288  12213.681     77.116     97.393     88.802
  4.833856  10539.679  12043.894  12121.027  12218.451     77.133     97.424     88.802
  4.835708  10540.274  12048.620  12125.771  12223.225     77.151     97.454     88.801
  4.837561  10540.875  12053.350  12130.519  12228.004     77.168     97.485     88.800
  4.839415  10541.482  12058.085  12135.271  12232.788     77.186     97.516     88.800
  4.841270  10542.095  12062.823  12140.028  12237.575     77.205     97.548     88.799
  4.843126  10542.713  12067.565  12144.788  12242.367     77.223     97.579     88.799
  4.844984  10543.338  12072.312  12149.553  12247.164     77.241     97.611     88.799
  4.846842  10543.968  12077.062  12154.322  12251.965     77.260     97.642     88.798
  4.848702  10544.604  12081.817  12159.096  12256.770     77.279     97.674     88.798
  4.850564  10545.245  12086.576  12163.874  12261.580     77.298     97.706     88.798
  4.852426  10545.893  12091.338  12168.656  12266.394     77.317     97.738     88.798
  4.854290  10546.546  12096.105  12173.442  12271.212     77.337     97.770     88.798
  4.856154  10547.205  12100.876  12178.233  12276.035     77.357     97.803     88.798
  4.858021  10547.870  12105.651  12183.027  12280.862     77.376     97.835     88.798
  4.859888  10548.540  12110.430  12187.826  12285.694     77.396     97.868     88.799
  4.861756  10549.217  12115.213  12192.630  12290.530     77.417     97.901     88.799
  4.863626  10549.899  12120.000  12197.437  12295.371     77.437     97.934     88.800
  4.865497  10550.587  12124.791  12202.249  12300.215     77.458     97.967     88.800
  4.867370  10551.281  12129.586  12207.065  12305.065     77.479     98.000     88.801
  4.869243  10551.980  12134.385  12211.885  12309.918     77.500     98.033     88.801
  4.871118  10552.686  12139.188  12216.709  12314.776     77.521     98.067     88.802
  4.872994  10553.397  12143.996  12221.538  12319.639     77.542     98.101     88.803
  4.874872  10554.114  12148.807  12226.371  12324.505     77.564     98.135     88.804
  4.876751  10554.837  12153.622  12231.208  12329.376     77.586     98.169     88.805
  4.878631  10555.565  12158.441  12236.049  12334.252     77.608     98.203     88.806
  4.880512  10556.300  12163.265  12240.895  12339.132     77.630     98.237     88.807
  4.882395  10557.040  12168.092  12245.744  12344.016     77.652     98.272     88.808
  4.884279  10557.786  12172.923  12250.598  12348.904     77.675     98.306     88.810
  4.886164  10558.537  12177.759  12255.456  12353.797     77.698     98.341     88.811
  4.888051  10559.295  12182.598  12260.319  12358.694     77.721     98.376     88.813
  4.889938  10560.058  12187.441  12265.185  12363.596     77.744     98.411     88.814
  4.891828  10560.827  12192.289  12270.056  12368.502     77.767     98.446     88.816
  4.893718  10561.602  12197.140  12274.931  12373.412     77.791     98.481     88.817
  4.895610  10562.383  12201.995  12279.810  12378.327     77.815     98.517     88.819
  4.897503  10563.170  12206.854  12284.693  12383.246     77.839     98.553     88.821
  4.899398  10563.962  12211.718  12289.580  12388.169     77.863     98.589     88.823
  4.901294  10564.760  12216.585  12294.472  12393.097     77.887     98.625     88.825
  4.903191  10565.564  12221.456  12299.368  12398.029     77.912     98.661     88.827
  4.905090  10566.374  12226.331  12304.268  12402.965     77.936     98.697     88.829
  4.906990  10567.190  12231.211  12309.172  12407.905     77.961     98.733     88.831
  4.908891  10568.011  12236.094  12314.080  12412.850     77.987     98.770     88.834
  4.910794  10568.838  12240.981  12318.993  12417.800     78.012     98.807     88.836
  4.912698  10569.671  12245.872  12323.909  12422.753     78.038     98.844     88.838
  4.914604  10570.510  12250.767  12328.830  12427.711     78.063     98.881     88.841
  4.916511  10571.355  12255.666  12333.755  12432.673     78.089     98.918     88.843
  4.918419  10572.206  12260.569  12338.684  12437.640     78.116     98.955     88.846
  4.920329  10573.062  12265.476  12343.618  12442.610     78.142     98.993     88.849
  4.922240  10573.924  12270.386  12348.555  12447.585     78.169     99.031     88.852
  4.924153  10574.792  12275.301  12353.497  12452.565     78.195     99.068     88.855
  4.926067  10575.666  12280.220  12358.442  12457.549     78.222     99.106     88.858
  4.927982  10576.546  12285.142  12363.392  12462.537     78.250     99.145     88.861
  4.929899  10577.431  12290.069  12368.346  12467.529     78.277     99.183     88.864
  4.931817  10578.323  12294.999  12373.304  12472.525     78.305     99.221     88.867
  4.933737  10579.220  12299.934  12378.266  12477.526     78.333     99.260     88.870
  4.935658  10580.123  12304.872  12383.233  12482.532     78.361     99.299     88.874
  4.937581  10581.032  12309.814  12388.203  12487.541     78.389     99.338     88.877
  4.939505  10581.946  12314.761  12393.178  12492.555     78.417     99.377     88.880
  4.941430  10582.867  12319.711  12398.157  12497.573     78.446     99.416     88.884
  4.943357  10583.794  12324.665  12403.140  12502.595     78.475     99.455     88.888
  4.945286  10584.726  12329.623  12408.127  12507.622     78.504     99.495     88.891
  4.947216  10585.664  12334.584  12413.118  12512.652     78.533     99.535     88.895
  4.949147  10586.608  12339.550  12418.113  12517.687     78.563     99.575     88.899
  4.951080  10587.558  12344.520  12423.112  12522.727     78.592     99.615     88.903
  4.953015  10588.514  12349.493  12428.116  12527.770     78.622     99.655     88.907
  4.954951  10589.475  12354.471  12433.123  12532.818     78.653     99.695     88.911
  4.956888  10590.443  12359.452  12438.135  12537.870     78.683     99.736     88.915
  4.958827  10591.416  12364.437  12443.150  12542.927     78.713     99.776     88.919
  4.960768  10592.396  12369.426  12448.170  12547.988     78.744     99.817     88.924
  4.962710  10593.381  12374.419  12453.194  12553.052     78.775     99.858     88.928
  4.964653  10594.372  12379.416  12458.222  12558.122     78.806     99.900     88.933
  4.966598  10595.369  12384.416  12463.254  12563.195     78.838     99.941     88.937
  4.968545  10596.372  12389.421  12468.290  12568.273     78.869     99.982     88.942
  4.970493  10597.381  12394.429  12473.330  12573.354     78.901    100.024     88.946
  4.972443  10598.395  12399.441  12478.375  12578.441     78.933    100.066     88.951
  4.974394  10599.416  12404.457  12483.423  12583.531     78.966    100.108     88.956
  4.976347  10600.442  12409.477  12488.476  12588.625     78.998    100.150     88.961
  4.978302  10601.475  12414.501  12493.532  12593.724     79.031    100.192     88.966
  4.980258  10602.513  12419.529  12498.593  12598.827     79.064    100.235     88.971
  4.982215  10603.558  12424.560  12503.657  12603.935     79.097    100.277     88.976
  4.984174  10604.608  12429.596  12508.726  12609.046     79.130    100.320     88.981
  4.986135  10605.664  12434.635  12513.799  12614.162     79.164    100.363     88.986
  4.988098  10606.726  12439.678  12518.875  12619.282     79.198    100.406     88.992
  4.990061  10607.794  12444.725  12523.956  12624.406     79.232    100.450     88.997
  4.992027  10608.868  12449.775  12529.041  12629.534     79.266    100.493     89.003
  4.993994  10609.948  12454.830  12534.130  12634.667     79.300    100.537     89.008
  4.995963  10611.034  12459.888  12539.223  12639.803     79.335    100.581     89.014
  4.997934  10612.126  12464.950  12544.320  12644.944     79.370    100.624     89.020
  4.999906  10613.224  12470.016  12549.421  12650.090     79.405    100.669     89.025
  5.001879  10614.327  12475.086  12554.526  12655.239     79.440    100.713     89.031
  5.003855  10615.437  12480.159  12559.635  12660.392     79.476    100.757     89.037
  5.005832  10616.553  12485.237  12564.748  12665.550     79.512    100.802     89.043
  5.007811  10617.675  12490.318  12569.865  12670.712     79.548    100.847     89.049
  5.009791  10618.803  12495.403  12574.986  12675.878     79.584    100.892     89.055
  5.011773  10619.936  12500.491  12580.111  12681.048     79.620    100.937     89.062
  5.013757  10621.076  12505.584  12585.241  12686.223     79.657    100.982     89.068
  5.015742  10622.222  12510.680  12590.374  12691.402     79.694    101.028     89.074
  5.017729  10623.374  12515.780  12595.511  12696.584     79.731    101.073     89.081
  5.019718  10624.531  12520.884  12600.652  12701.771     79.768    101.119     89.087
  5.021709  10625.695  12525.992  12605.797  12706.962     79.806    101.165     89.094
  5.023701  10626.865  12531.103  12610.946  12712.158     79.843    101.211     89.100
  5.025695  10628.041  12536.218  12616.100  12717.357     79.882    101.258     89.107
  5.027691  10629.223  12541.337  12621.257  12722.561     79.920    101.304     89.114
  5.029688  10630.411  12546.460  12626.418  12727.769     79.958    101.351     89.121
  5.031687  10631.605  12551.586  12631.583  12732.981     79.997    101.398     89.128
  5.033688  10632.805  12556.716  12636.752  12738.197     80.036    101.445     89.135
  5.035691  10634.011  12561.850  12641.925  12743.417     80.075    101.492     89.142
  5.037695  10635.224  12566.988  12647.102  12748.641     80.114    101.539     89.149
  5.039701  10636.442  12572.129  12652.283  12753.870     80.154    101.587     89.156
  5.041709  10637.667  12577.274  12657.468  12759.102     80.194    101.634     89.164
  5.043719  10638.897  12582.423  12662.657  12764.339     80.234    101.682     89.171
  5.045730  10640.134  12587.576  12667.850  12769.580     80.274    101.730     89.178
  5.047743  10641.377  12592.732  12673.047  12774.825     80.315    101.778     89.186
  5.049758  10642.625  12597.892  12678.248  12780.074     80.355    101.827     89.194
  5.051775  10643.880  12603.056  12683.452  12785.328     80.396    101.875     89.201
  5.053794  10645.141  12608.223  12688.661  12790.585     80.438    101.924     89.209
  5.055814  10646.409  12613.395  12693.874  12795.847     80.479    101.973     89.217
  5.057837  10647.682  12618.569  12699.090  12801.112     80.521    102.022     89.225
  5.059861  10648.962  12623.748  12704.311  12806.382     80.563    102.071     89.233
  5.061887  10650.247  12628.930  12709.535  12811.656     80.605    102.121     89.241
  5.063914  10651.539  12634.116  12714.764  12816.934     80.647    102.170     89.249
  5.065944  10652.837  12639.306  12719.996  12822.216     80.690    102.220     89.257
  5.067976  10654.142  12644.499  12725.232  12827.502     80.733    102.270     89.265
  5.070009  10655.452  12649.696  12730.472  12832.792     80.776    102.320     89.273
  5.072044  10656.769  12654.897  12735.716  12838.087     80.819    102.371     89.282
  5.074081  10658.091  12660.101  12740.964  12843.385     80.863    102.421     89.290
  5.076120  10659.420  12665.309  12746.216  12848.688     80.907    102.472     89.299
  5.078161  10660.756  12670.521  12751.472  12853.994     80.951    102.523     89.307
  5.080204  10662.097  12675.737  12756.732  12859.305     80.995    102.574     89.316
  5.082248  10663.445  12680.956  12761.995  12864.620     81.040    102.625     89.325
  5.084295  10664.799  12686.178  12767.263  12869.939     81.084    102.676     89.334
  5.086343  10666.159  12691.405  12772.534  12875.262     81.129    102.728     89.342
  5.088394  10667.526  12696.635  12777.809  12880.589     81.175    102.779     89.351
  5.090446  10668.898  12701.868  12783.088  12885.920     81.220    102.831     89.360
  5.092500  10670.277  12707.105  12788.371  12891.255     81.266    102.883     89.370
  5.094557  10671.663  12712.346  12793.658  12896.594     81.312    102.936     89.379
  5.096615  10673.054  12717.591  12798.949  12901.937     81.358    102.988     89.388
  5.098675  10674.452  12722.839  12804.243  12907.284     81.404    103.041     89.397
  5.100737  10675.856  12728.091  12809.542  12912.635     81.451    103.094     89.407
  5.102801  10677.267  12733.346  12814.844  12917.991     81.498    103.147     89.416
  5.104867  10678.684  12738.605  12820.150  12923.350     81.545    103.200     89.426
  5.106935  10680.107  12743.868  12825.460  12928.713     81.593    103.253     89.435
  5.109005  10681.536  12749.134  12830.774  12934.081     81.640    103.307     89.445
  5.111077  10682.972  12754.403  12836.092  12939.452     81.688    103.360     89.455
  5.113151  10684.414  12759.677  12841.413  12944.828     81.736    103.414     89.464
  5.115227  10685.863  12764.954  12846.739  12950.207     81.785    103.468     89.474
  5.117305  10687.318  12770.234  12852.068  12955.591     81.834    103.523     89.484
  5.119385  10688.780  12775.518  12857.401  12960.978     81.882    103.577     89.494
  5.121468  10690.247  12780.806  12862.738  12966.370     81.932    103.632     89.504
  5.123552  10691.722  12786.097  12868.078  12971.765     81.981    103.687     89.515
  5.125638  10693.202  12791.392  12873.423  12977.165     82.031    103.742     89.525
  5.127726  10694.689  12796.690  12878.771  12982.568     82.081    103.797     89.535
  5.129817  10696.183  12801.992  12884.123  12987.975     82.131    103.852     89.545
  5.131909  10697.683  12807.298  12889.479  12993.387     82.181    103.908     89.556
  5.134004  10699.189  12812.607  12894.839  12998.802     82.232    103.964     89.566
  5.136100  10700.702  12817.919  12900.202  13004.222     82.283    104.020     89.577
  5.138199  10702.222  12823.235  12905.569  13009.645     82.334    104.076     89.588
  5.140300  10703.747  12828.555  12910.940  13015.073     82.385    104.132     89.598
  5.142403  10705.280  12833.878  12916.315  13020.504     82.437    104.189     89.609
  5.144508  10706.819  12839.205  12921.694  13025.939     82.489    104.245     89.620
  5.146615  10708.364  12844.535  12927.076  13031.378     82.541    104.302     89.631
  5.148724  10709.916  12849.869  12932.462  13036.822     82.594    104.359     89.642
  5.150836  10711.475  12855.206  12937.852  13042.269     82.646    104.416     89.653
  5.152950  10713.040  12860.547  12943.246  13047.720     82.699    104.474     89.664
  5.155065  10714.612  12865.891  12948.643  13053.175     82.753    104.532     89.676
  5.157183  10716.190  12871.238  12954.044  13058.634     82.806    104.589     89.687
  5.159303  10717.775  12876.590  12959.449  13064.097     82.860    104.647     89.698
  5.161426  10719.366  12881.944  12964.858  13069.563     82.914    104.706     89.710
  5.163550  10720.964  12887.302  12970.270  13075.034     82.968    104.764     89.721
  5.165677  10722.569  12892.664  12975.686  13080.509     83.022    104.823     89.733
  5.167806  10724.180  12898.029  12981.106  13085.987     83.077    104.881     89.744
  5.169937  10725.798  12903.397  12986.530  13091.470     83.132    104.940     89.756
  5.172071  10727.423  12908.769  12991.957  13096.956     83.188    105.000     89.768
  5.174206  10729.054  12914.145  12997.388  13102.447     83.243    105.059     89.780
  5.176344  10730.692  12919.523  13002.822  13107.941     83.299    105.118     89.792
  5.178484  10732.337  12924.906  13008.261  13113.439     83.355    105.178     89.804
  5.180627  10733.988  12930.291  13013.703  13118.941     83.411    105.238     89.816
  5.182771  10735.647  12935.681  13019.148  13124.447     83.468    105.298     89.828
  5.184918  10737.311  12941.073  13024.598  13129.956     83.525    105.359     89.840
  5.187067  10738.983  12946.469  13030.051  13135.470     83.582    105.419     89.853
  5.189219  10740.661  12951.868  13035.508  13140.987     83.639    105.480     89.865
  5.191373  10742.347  12957.271  13040.968  13146.509     83.697    105.541     89.877
  5.193529  10744.039  12962.677  13046.432  13152.034     83.755    105.602     89.890
  5.195687  10745.737  12968.087  13051.900  13157.563     83.813    105.663     89.902
  5.197848  10747.443  12973.500  13057.371  13163.096     83.871    105.725     89.915
  5.200011  10749.155  12978.916  13062.846  13168.633     83.930    105.786     89.928
  5.202177  10750.875  12984.336  13068.325  13174.173     83.989    105.848     89.941
  5.204344  10752.601  12989.759  13073.807  13179.718     84.048    105.910     89.954
  5.206515  10754.334  12995.185  13079.293  13185.266     84.108    105.973     89.966
  5.208687  10756.074  13000.615  13084.783  13190.818     84.168    106.035     89.979
  5.210862  10757.820  13006.048  13090.276  13196.374     84.228    106.098     89.993
  5.213039  10759.574  13011.484  13095.773  13201.933     84.288    106.161     90.006
  5.215219  10761.335  13016.924  13101.273  13207.497     84.349    106.224     90.019
  5.217401  10763.102  13022.367  13106.777  13213.064     84.410    106.287     90.032
  5.219586  10764.877  13027.814  13112.285  13218.635     84.471    106.351     90.046
  5.221773  10766.658  13033.264  13117.796  13224.210     84.532    106.414     90.059
  5.223962  10768.446  13038.717  13123.311  13229.789     84.594    106.478     90.072
  5.226154  10770.242  13044.173  13128.829  13235.371     84.656    106.542     90.086
  5.228348  10772.044  13049.633  13134.351  13240.957     84.718    106.607     90.100
  5.230545  10773.854  13055.096  13139.876  13246.547     84.781    106.671     90.113
  5.232744  10775.670  13060.562  13145.405  13252.141     84.844    106.736     90.127
  5.234946  10777.494  13066.031  13150.938  13257.739     84.907    106.801     90.141
  5.237150  10779.324  13071.504  13156.474  13263.340     84.970    106.866     90.155
  5.239357  10781.162  13076.980  13162.014  13268.945     85.034    106.931     90.169
  5.241566  10783.007  13082.460  13167.557  13274.554     85.098    106.997     90.183
  5.243778  10784.859  13087.942  13173.104  13280.166     85.162    107.062     90.197
  5.245992  10786.718  13093.428  13178.654  13285.782     85.226    107.128     90.211
  5.248209  10788.584  13098.917  13184.208  13291.402     85.291    107.194     90.226
  5.250428  10790.457  13104.409  13189.765  13297.026     85.356    107.261     90.240
  5.252650  10792.338  13109.905  13195.326  13302.653     85.421    107.327     90.254
  5.254874  10794.226  13115.403  13200.891  13308.284     85.487    107.394     90.269
  5.257101  10796.120  13120.905  13206.458  13313.919     85.553    107.461     90.284
  5.259331  10798.023  13126.411  13212.030  13319.558     85.619    107.528     90.298
  5.261563  10799.932  13131.919  13217.604  13325.200     85.686    107.595     90.313
  5.263798  10801.849  13137.430  13223.183  13330.846     85.752    107.663     90.328
  5.266035  10803.773  13142.945  13228.764  13336.495     85.819    107.731     90.342
  5.268275  10805.704  13148.463  13234.350  13342.148     85.887    107.799     90.357
  5.270518  10807.642  13153.984  13239.938  13347.805     85.954    107.867     90.372
  5.272763  10809.588  13159.508  13245.530  13353.465     86.022    107.935     90.387
  5.275011  10811.541  13165.036  13251.126  13359.130     86.090    108.004     90.403
  5.277262  10813.502  13170.566  13256.725  13364.797     86.159    108.072     90.418
  5.279515  10815.470  13176.100  13262.327  13370.469     86.228    108.141     90.433
  5.281771  10817.445  13181.637  13267.933  13376.144     86.297    108.211     90.448
  5.284030  10819.428  13187.176  13273.542  13381.822     86.366    108.280     90.464
  5.286291  10821.418  13192.719  13279.155  13387.505     86.436    108.350     90.479
  5.288555  10823.415  13198.266  13284.771  13393.191     86.505    108.420     90.495
  5.290822  10825.420  13203.815  13290.390  13398.880     86.576    108.490     90.511
  5.293092  10827.433  13209.367  13296.013  13404.573     86.646    108.560     90.526
  5.295364  10829.453  13214.922  13301.639  13410.270     86.717    108.630     90.542
  5.297639  10831.480  13220.481  13307.269  13415.970     86.788    108.701     90.558
  5.299917  10833.515  13226.042  13312.902  13421.674     86.859    108.772     90.574
  5.302198  10835.558  13231.607  13318.538  13427.381     86.931    108.843     90.590
  5.304481  10837.608  13237.175  13324.178  13433.092     87.003    108.915     90.606
  5.306767  10839.666  13242.745  13329.821  13438.807     87.075    108.986     90.622
  5.309056  10841.731  13248.319  13335.467  13444.525     87.148    109.058     90.638
  5.311348  10843.804  13253.896  13341.117  13450.246     87.221    109.130     90.655
  5.313643  10845.885  13259.476  13346.769  13455.971     87.294    109.202     90.671
  5.315940  10847.973  13265.058  13352.426  13461.700     87.367    109.274     90.687
  5.318240  10850.069  13270.644  13358.085  13467.432     87.441    109.347     90.704
  5.320544  10852.173  13276.233  13363.748  13473.168     87.515    109.420     90.720
  5.322850  10854.285  13281.825  13369.414  13478.907     87.589    109.493     90.737
  5.325159  10856.404  13287.419  13375.083  13484.650     87.664    109.566     90.754
  5.327470  10858.531  13293.017  13380.756  13490.396     87.739    109.640     90.771
  5.329785  10860.666  13298.618  13386.432  13496.145     87.814    109.713     90.787
  5.332103  10862.808  13304.221  13392.111  13501.899     87.890    109.787     90.804
  5.334423  10864.958  13309.828  13397.794  13507.655     87.966    109.861     90.821
  5.336747  10867.117  13315.437  13403.479  13513.415     88.042    109.936     90.838
  5.339074  10869.283  13321.050  13409.168  13519.178     88.118    110.010     90.856
  5.341403  10871.457  13326.665  13414.860  13524.945     88.195    110.085     90.873
  5.343735  10873.639  13332.283  13420.555  13530.716     88.272    110.160     90.890
  5.346071  10875.828  13337.904  13426.254  13536.489     88.350    110.235     90.907
  5.348409  10878.026  13343.528  13431.956  13542.267     88.427    110.311     90.925
  5.350751  10880.232  13349.155  13437.660  13548.047     88.505    110.387     90.942
  5.353095  10882.445  13354.785  13443.369  13553.831     88.584    110.462     90.960
  5.355443  10884.667  13360.417  13449.080  13559.618     88.662    110.539     90.978
  5.357793  10886.897  13366.053  13454.794  13565.409     88.741    110.615     90.995
  5.360147  10889.135  13371.691  13460.512  13571.203     88.820    110.692     91.013
  5.362503  10891.381  13377.332  13466.232  13577.001     88.900    110.768     91.031
  5.364863  10893.635  13382.976  13471.956  13582.801     88.980    110.845     91.049
  5.367226  10895.897  13388.623  13477.683  13588.606     89.060    110.923     91.067
  5.369592  10898.167  13394.272  13483.413  13594.413     89.141    111.000     91.085
  5.371961  10900.445  13399.925  13489.146  13600.224     89.221    111.078     91.103
  5.374333  10902.732  13405.580  13494.882  13606.038     89.302    111.156     91.121
  5.376708  10905.027  13411.238  13500.622  13611.855     89.384    111.234     91.140
  5.379087  10907.330  13416.898  13506.364  13617.676     89.466    111.312     91.158
  5.381468  10909.641  13422.562  13512.109  13623.500     89.548    111.391     91.177
  5.383853  10911.961  13428.228  13517.858  13629.327     89.630    111.469     91.195
  5.386241  10914.289  13433.897  13523.609  13635.158     89.713    111.549     91.214
  5.388633  10916.625  13439.568  13529.364  13640.992     89.796    111.628     91.232
  5.391027  10918.969  13445.242  13535.122  13646.829     89.879    111.707     91.251
  5.393425  10921.322  13450.919  13540.882  13652.669     89.963    111.787     91.270
  5.395825  10923.684  13456.599  13546.646  13658.513     90.047    111.867     91.289
  5.398230  10926.053  13462.281  13552.412  13664.360     90.131    111.947     91.308
  5.400637  10928.431  13467.966  13558.182  13670.210     90.216    112.027     91.327
  5.403048  10930.818  13473.654  13563.955  13676.063     90.301    112.108     91.346
  5.405462  10933.213  13479.344  13569.730  13681.919     90.386    112.189     91.365
  5.407879  10935.617  13485.037  13575.509  13687.779     90.471    112.270     91.385
  5.410300  10938.029  13490.733  13581.290  13693.641     90.557    112.351     91.404
  5.412724  10940.450  13496.431  13587.074  13699.507     90.644    112.433     91.423
  5.415151  10942.879  13502.132  13592.862  13705.376     90.730    112.515     91.443
  5.417581  10945.317  13507.835  13598.652  13711.249     90.817    112.597     91.462
  5.420015  10947.764  13513.541  13604.445  13717.124     90.904    112.679     91.482
  5.422453  10950.219  13519.249  13610.241  13723.002     90.992    112.761     91.502
  5.424894  10952.683  13524.960  13616.040  13728.884     91.080    112.844     91.522
  5.427338  10955.156  13530.674  13621.842  13734.769     91.168    112.927     91.541
  5.429785  10957.638  13536.390  13627.646  13740.656     91.256    113.010     91.561
  5.432237  10960.128  13542.108  13633.454  13746.547     91.345    113.094     91.581
  5.434691  10962.627  13547.829  13639.264  13752.441     91.434    113.177     91.602
  5.437149  10965.135  13553.553  13645.077  13758.338     91.524    113.261     91.622
  5.439611  10967.652  13559.279  13650.893  13764.238     91.614    113.345     91.642
  5.442076  10970.177  13565.008  13656.712  13770.141     91.704    113.430     91.662
  5.444544  10972.712  13570.739  13662.533  13776.047     91.795    113.514     91.683
  5.447016  10975.255  13576.472  13668.358  13781.957     91.885    113.599     91.703
  5.449492  10977.808  13582.208  13674.185  13787.869     91.977    113.684     91.724
  5.451971  10980.369  13587.946  13680.014  13793.784     92.068    113.769     91.744
  5.454453  10982.940  13593.687  13685.847  13799.702     92.160    113.855     91.765
  5.456939  10985.519  13599.430  13691.682  13805.623     92.252    113.941     91.786
  5.459429  10988.108  13605.176  13697.520  13811.547     92.345    114.027     91.807
  5.461923  10990.705  13610.923  13703.361  13817.474     92.438    114.113     91.828
  5.464420  10993.312  13616.674  13709.204  13823.404     92.531    114.199     91.849
  5.466921  10995.928  13622.426  13715.050  13829.337     92.624    114.286     91.870
  5.469425  10998.553  13628.181  13720.899  13835.272     92.718    114.373     91.891
  5.471933  11001.188  13633.938  13726.751  13841.211     92.812    114.460     91.912
  5.474445  11003.831  13639.698  13732.605  13847.152     92.907    114.548     91.933
  5.476960  11006.484  13645.459  13738.461  13853.097     93.002    114.635     91.955
  5.479479  11009.147  13651.223  13744.321  13859.044     93.097    114.723     91.976
  5.482002  11011.818  13656.990  13750.183  13864.994     93.193    114.811     91.998
  5.484529  11014.499  13662.758  13756.047  13870.947     93.289    114.900     92.019
  5.487059  11017.189  13668.529  13761.914  13876.903     93.385    114.988     92.041
  5.489593  11019.889  13674.302  13767.784  13882.861     93.482    115.077     92.063
  5.492131  11022.598  13680.077  13773.656  13888.823     93.579    115.166     92.085
  5.494673  11025.317  13685.855  13779.531  13894.787     93.676    115.256     92.107
  5.497218  11028.045  13691.635  13785.408  13900.754     93.774    115.345     92.129
  5.499768  11030.783  13697.416  13791.288  13906.723     93.872    115.435     92.151
  5.502321  11033.530  13703.200  13797.170  13912.696     93.970    115.525     92.173
  5.504878  11036.287  13708.986  13803.055  13918.671     94.069    115.616     92.195
  5.507439  11039.054  13714.774  13808.942  13924.649     94.168    115.706     92.217
  5.510004  11041.830  13720.565  13814.832  13930.629     94.267    115.797     92.240
  5.512573  11044.616  13726.357  13820.724  13936.612     94.367    115.888     92.262
