Table IV
The resulting deperturbed (diabatic) potential energy curves of the singlet A1Sigma+ 
state U_A(r) and triplet b3Pi(Omega=0,1,2) sub-states U_b0(r), U_b1(r), U_b2(r) 
as well as spin-orbit splitting A_01(r), A_12(r) and V_Ab0(r) functions.
Energies - in cm-1, internuclear distance in Angstroms.
=======================================================================================
     r       U_A       U_b0       U_b1        U_b2        A_01        A_12      V_Ab0
---------------------------------------------------------------------------------------
  Angstroms                                         cm-1
=======================================================================================
  4.136471  10858.051  10525.292  10608.270  10703.376     82.978     95.106     96.858
  4.138151  10855.487  10527.791  10610.727  10705.816     82.936     95.090     96.815
  4.139830  10852.935  10530.298  10613.191  10708.265     82.894     95.073     96.772
  4.141509  10850.396  10532.813  10615.665  10710.722     82.851     95.057     96.729
  4.143188  10847.868  10535.337  10618.146  10713.187     82.809     95.041     96.687
  4.144866  10845.352  10537.869  10620.636  10715.661     82.767     95.025     96.644
  4.146545  10842.849  10540.408  10623.134  10718.143     82.726     95.009     96.602
  4.148223  10840.357  10542.956  10625.640  10720.633     82.684     94.993     96.560
  4.149900  10837.877  10545.512  10628.155  10723.132     82.643     94.977     96.518
  4.151578  10835.409  10548.077  10630.678  10725.639     82.601     94.962     96.476
  4.153255  10832.952  10550.649  10633.209  10728.155     82.560     94.946     96.434
  4.154932  10830.508  10553.229  10635.748  10730.678     82.519     94.931     96.392
  4.156609  10828.075  10555.817  10638.295  10733.210     82.478     94.915     96.350
  4.158286  10825.654  10558.413  10640.850  10735.750     82.437     94.900     96.309
  4.159962  10823.245  10561.017  10643.414  10738.299     82.396     94.885     96.268
  4.161638  10820.847  10563.629  10645.985  10740.855     82.356     94.870     96.227
  4.163314  10818.461  10566.249  10648.564  10743.419     82.315     94.855     96.186
  4.164990  10816.086  10568.877  10651.152  10745.992     82.275     94.840     96.145
  4.166666  10813.723  10571.513  10653.747  10748.573     82.235     94.826     96.104
  4.168341  10811.372  10574.156  10656.351  10751.162     82.195     94.811     96.063
  4.170016  10809.032  10576.807  10658.962  10753.759     82.155     94.796     96.023
  4.171691  10806.703  10579.466  10661.581  10756.363     82.115     94.782     95.983
  4.173366  10804.386  10582.133  10664.209  10758.976     82.075     94.768     95.942
  4.175040  10802.080  10584.808  10666.844  10761.597     82.036     94.754     95.902
  4.176714  10799.785  10587.490  10669.486  10764.226     81.996     94.739     95.863
  4.178389  10797.502  10590.180  10672.137  10766.863     81.957     94.726     95.823
  4.180063  10795.230  10592.878  10674.796  10769.507     81.918     94.712     95.783
  4.181736  10792.969  10595.583  10677.462  10772.160     81.879     94.698     95.744
  4.183410  10790.719  10598.296  10680.136  10774.820     81.840     94.684     95.704
  4.185083  10788.480  10601.016  10682.818  10777.489     81.801     94.671     95.665
  4.186757  10786.253  10603.745  10685.507  10780.165     81.763     94.657     95.626
  4.188430  10784.037  10606.480  10688.205  10782.848     81.724     94.644     95.587
  4.190103  10781.831  10609.224  10690.910  10785.540     81.686     94.631     95.548
  4.191775  10779.637  10611.974  10693.622  10788.240     81.648     94.617     95.509
  4.193448  10777.454  10614.733  10696.342  10790.947     81.610     94.604     95.471
  4.195120  10775.281  10617.499  10699.070  10793.662     81.572     94.591     95.432
  4.196793  10773.120  10620.272  10701.806  10796.384     81.534     94.579     95.394
  4.198465  10770.969  10623.053  10704.549  10799.114     81.496     94.566     95.356
  4.200137  10768.829  10625.841  10707.299  10801.852     81.459     94.553     95.318
  4.201809  10766.701  10628.636  10710.057  10804.598     81.421     94.541     95.280
  4.203481  10764.582  10631.439  10712.823  10807.351     81.384     94.528     95.242
  4.205152  10762.475  10634.249  10715.596  10810.112     81.347     94.516     95.205
  4.206824  10760.378  10637.067  10718.377  10812.880     81.310     94.504     95.167
  4.208495  10758.292  10639.892  10721.165  10815.656     81.273     94.492     95.130
  4.210166  10756.217  10642.724  10723.960  10818.440     81.236     94.480     95.093
  4.211837  10754.153  10645.564  10726.763  10821.231     81.199     94.468     95.055
  4.213508  10752.099  10648.411  10729.573  10824.029     81.163     94.456     95.018
  4.215179  10750.055  10651.265  10732.391  10826.835     81.126     94.444     94.982
  4.216850  10748.022  10654.126  10735.216  10829.649     81.090     94.433     94.945
  4.218521  10746.000  10656.994  10738.048  10832.469     81.054     94.421     94.908
  4.220192  10743.988  10659.870  10740.888  10835.298     81.018     94.410     94.872
  4.221862  10741.986  10662.753  10743.735  10838.133     80.982     94.398     94.836
  4.223532  10739.995  10665.643  10746.589  10840.976     80.946     94.387     94.799
  4.225203  10738.015  10668.540  10749.451  10843.827     80.911     94.376     94.763
  4.226873  10736.044  10671.444  10752.319  10846.685     80.875     94.365     94.727
  4.228543  10734.084  10674.355  10755.195  10849.550     80.840     94.354     94.692
  4.230213  10732.135  10677.274  10758.079  10852.422     80.805     94.344     94.656
  4.231883  10730.195  10680.199  10760.969  10855.302     80.770     94.333     94.620
  4.233553  10728.266  10683.132  10763.867  10858.189     80.735     94.322     94.585
  4.235223  10726.347  10686.071  10766.771  10861.083     80.700     94.312     94.550
  4.236893  10724.438  10689.018  10769.683  10863.985     80.665     94.302     94.514
  4.238563  10722.540  10691.971  10772.602  10866.893     80.631     94.291     94.479
  4.240232  10720.651  10694.932  10775.528  10869.809     80.596     94.281     94.444
  4.241902  10718.773  10697.899  10778.461  10872.732     80.562     94.271     94.410
  4.243571  10716.904  10700.873  10781.401  10875.662     80.528     94.261     94.375
  4.245241  10715.046  10703.855  10784.348  10878.600     80.494     94.251     94.340
  4.246910  10713.198  10706.843  10787.303  10881.544     80.460     94.242     94.306
  4.248580  10711.360  10709.838  10790.264  10884.496     80.426     94.232     94.272
  4.250249  10709.531  10712.840  10793.232  10887.455     80.392     94.222     94.238
  4.251918  10707.713  10715.848  10796.207  10890.420     80.359     94.213     94.204
  4.253588  10705.904  10718.864  10799.189  10893.393     80.326     94.204     94.170
  4.255257  10704.106  10721.886  10802.179  10896.373     80.292     94.195     94.136
  4.256926  10702.317  10724.915  10805.175  10899.360     80.259     94.185     94.102
  4.258596  10700.538  10727.951  10808.178  10902.354     80.226     94.176     94.069
  4.260265  10698.769  10730.994  10811.187  10905.355     80.193     94.168     94.035
  4.261934  10697.010  10734.043  10814.204  10908.363     80.161     94.159     94.002
  4.263603  10695.260  10737.100  10817.228  10911.378     80.128     94.150     93.969
  4.265272  10693.520  10740.162  10820.258  10914.399     80.096     94.142     93.936
  4.266942  10691.790  10743.232  10823.295  10917.428     80.063     94.133     93.903
  4.268611  10690.069  10746.308  10826.339  10920.464     80.031     94.125     93.870
  4.270280  10688.359  10749.391  10829.390  10923.506     79.999     94.116     93.838
  4.271949  10686.657  10752.480  10832.447  10926.556     79.967     94.108     93.805
  4.273618  10684.966  10755.576  10835.512  10929.612     79.935     94.100     93.773
  4.275287  10683.283  10758.679  10838.583  10932.675     79.904     94.092     93.740
  4.276957  10681.611  10761.789  10841.660  10935.745     79.872     94.084     93.708
  4.278626  10679.948  10764.904  10844.745  10938.822     79.841     94.077     93.676
  4.280295  10678.294  10768.027  10847.836  10941.905     79.809     94.069     93.644
  4.281964  10676.650  10771.156  10850.934  10944.995     79.778     94.061     93.612
  4.283634  10675.015  10774.291  10854.038  10948.092     79.747     94.054     93.581
  4.285303  10673.390  10777.433  10857.150  10951.196     79.716     94.047     93.549
  4.286972  10671.774  10780.582  10860.267  10954.307     79.685     94.039     93.518
  4.288642  10670.167  10783.737  10863.392  10957.424     79.655     94.032     93.487
  4.290311  10668.570  10786.898  10866.523  10960.548     79.624     94.025     93.455
  4.291981  10666.982  10790.066  10869.660  10963.679     79.594     94.018     93.424
  4.293650  10665.403  10793.241  10872.804  10966.816     79.564     94.012     93.393
  4.295320  10663.834  10796.421  10875.955  10969.960     79.534     94.005     93.363
  4.296990  10662.274  10799.609  10879.112  10973.111     79.504     93.998     93.332
  4.298659  10660.723  10802.802  10882.276  10976.268     79.474     93.992     93.301
  4.300329  10659.181  10806.002  10885.446  10979.432     79.444     93.985     93.271
  4.301999  10657.649  10809.208  10888.623  10982.602     79.415     93.979     93.240
  4.303669  10656.125  10812.421  10891.806  10985.779     79.385     93.973     93.210
  4.305339  10654.611  10815.640  10894.996  10988.963     79.356     93.967     93.180
  4.307009  10653.106  10818.865  10898.192  10992.153     79.327     93.961     93.150
  4.308679  10651.609  10822.097  10901.395  10995.350     79.298     93.955     93.120
  4.310349  10650.122  10825.335  10904.604  10998.553     79.269     93.949     93.091
  4.312019  10648.644  10828.579  10907.819  11001.763     79.240     93.944     93.061
  4.313690  10647.175  10831.829  10911.041  11004.979     79.211     93.938     93.031
  4.315360  10645.715  10835.086  10914.269  11008.202     79.183     93.933     93.002
  4.317031  10644.264  10838.349  10917.503  11011.431     79.154     93.927     92.973
  4.318701  10642.822  10841.618  10920.744  11014.666     79.126     93.922     92.944
  4.320372  10641.388  10844.893  10923.991  11017.908     79.098     93.917     92.915
  4.322043  10639.964  10848.175  10927.245  11021.157     79.070     93.912     92.886
  4.323714  10638.548  10851.462  10930.505  11024.412     79.042     93.907     92.857
  4.325385  10637.142  10854.756  10933.771  11027.673     79.015     93.902     92.828
  4.327056  10635.744  10858.056  10937.043  11030.941     78.987     93.898     92.800
  4.328727  10634.355  10861.362  10940.322  11034.215     78.960     93.893     92.771
  4.330399  10632.974  10864.675  10943.607  11037.495     78.932     93.889     92.743
  4.332070  10631.603  10867.993  10946.898  11040.782     78.905     93.884     92.715
  4.333742  10630.240  10871.317  10950.195  11044.075     78.878     93.880     92.687
  4.335414  10628.886  10874.648  10953.499  11047.375     78.851     93.876     92.659
  4.337086  10627.541  10877.984  10956.809  11050.680     78.824     93.872     92.631
  4.338758  10626.204  10881.327  10960.125  11053.992     78.798     93.868     92.603
  4.340430  10624.876  10884.676  10963.447  11057.311     78.771     93.864     92.575
  4.342102  10623.556  10888.030  10966.775  11060.635     78.745     93.860     92.548
  4.343775  10622.245  10891.391  10970.109  11063.966     78.719     93.856     92.520
  4.345447  10620.943  10894.758  10973.450  11067.303     78.692     93.853     92.493
  4.347120  10619.649  10898.130  10976.797  11070.646     78.666     93.849     92.466
  4.348793  10618.364  10901.509  10980.150  11073.996     78.641     93.846     92.439
  4.350466  10617.088  10904.894  10983.508  11077.351     78.615     93.843     92.412
  4.352140  10615.819  10908.284  10986.873  11080.713     78.589     93.840     92.385
  4.353813  10614.560  10911.681  10990.245  11084.081     78.564     93.837     92.358
  4.355487  10613.309  10915.083  10993.622  11087.456     78.539     93.834     92.332
  4.357160  10612.066  10918.491  10997.005  11090.836     78.513     93.831     92.305
  4.358834  10610.831  10921.906  11000.394  11094.222     78.488     93.828     92.279
  4.360508  10609.606  10925.326  11003.789  11097.615     78.463     93.826     92.253
  4.362183  10608.388  10928.752  11007.190  11101.014     78.439     93.823     92.227
  4.363857  10607.179  10932.184  11010.598  11104.419     78.414     93.821     92.201
  4.365532  10605.978  10935.621  11014.011  11107.830     78.390     93.819     92.175
  4.367207  10604.785  10939.065  11017.430  11111.247     78.365     93.817     92.149
  4.368882  10603.601  10942.514  11020.855  11114.670     78.341     93.815     92.123
  4.370557  10602.425  10945.969  11024.286  11118.099     78.317     93.813     92.098
  4.372232  10601.258  10949.430  11027.723  11121.534     78.293     93.811     92.072
  4.373908  10600.098  10952.897  11031.166  11124.975     78.269     93.809     92.047
  4.375584  10598.947  10956.370  11034.615  11128.422     78.245     93.807     92.021
  4.377260  10597.804  10959.848  11038.070  11131.876     78.222     93.806     91.996
  4.378936  10596.669  10963.332  11041.530  11135.335     78.198     93.805     91.971
  4.380613  10595.543  10966.822  11044.997  11138.800     78.175     93.803     91.946
  4.382290  10594.424  10970.317  11048.469  11142.271     78.152     93.802     91.922
  4.383966  10593.314  10973.819  11051.947  11145.748     78.129     93.801     91.897
  4.385644  10592.211  10977.326  11055.432  11149.232     78.106     93.800     91.872
  4.387321  10591.117  10980.838  11058.921  11152.721     78.083     93.799     91.848
  4.388999  10590.031  10984.357  11062.417  11156.216     78.061     93.798     91.824
  4.390677  10588.953  10987.881  11065.919  11159.716     78.038     93.798     91.799
  4.392355  10587.883  10991.410  11069.426  11163.223     78.016     93.797     91.775
  4.394033  10586.821  10994.946  11072.939  11166.736     77.994     93.797     91.751
  4.395712  10585.767  10998.487  11076.458  11170.255     77.972     93.796     91.727
  4.397390  10584.721  11002.033  11079.983  11173.779     77.950     93.796     91.703
  4.399070  10583.683  11005.585  11083.513  11177.309     77.928     93.796     91.680
  4.400749  10582.653  11009.143  11087.049  11180.846     77.906     93.796     91.656
  4.402429  10581.631  11012.707  11090.591  11184.388     77.885     93.796     91.633
  4.404108  10580.617  11016.276  11094.139  11187.935     77.863     93.797     91.609
  4.405789  10579.611  11019.850  11097.692  11191.489     77.842     93.797     91.586
  4.407469  10578.612  11023.430  11101.251  11195.048     77.821     93.797     91.563
  4.409150  10577.622  11027.016  11104.816  11198.614     77.800     93.798     91.540
  4.410831  10576.639  11030.607  11108.386  11202.185     77.779     93.798     91.517
  4.412512  10575.664  11034.204  11111.962  11205.762     77.758     93.799     91.494
  4.414193  10574.697  11037.806  11115.544  11209.344     77.738     93.800     91.471
  4.415875  10573.738  11041.414  11119.132  11212.933     77.717     93.801     91.449
  4.417557  10572.786  11045.028  11122.725  11216.527     77.697     93.802     91.426
  4.419240  10571.843  11048.646  11126.323  11220.127     77.677     93.803     91.404
  4.420922  10570.907  11052.271  11129.928  11223.732     77.657     93.805     91.382
  4.422605  10569.978  11055.900  11133.537  11227.343     77.637     93.806     91.359
  4.424289  10569.058  11059.536  11137.153  11230.960     77.617     93.808     91.337
  4.425972  10568.145  11063.176  11140.774  11234.583     77.598     93.809     91.315
  4.427656  10567.240  11066.822  11144.401  11238.212     77.578     93.811     91.293
  4.429340  10566.342  11070.474  11148.033  11241.846     77.559     93.813     91.272
  4.431025  10565.453  11074.131  11151.671  11245.485     77.540     93.815     91.250
  4.432710  10564.570  11077.793  11155.314  11249.131     77.521     93.817     91.228
  4.434395  10563.696  11081.461  11158.963  11252.782     77.502     93.819     91.207
  4.436080  10562.829  11085.134  11162.617  11256.439     77.483     93.821     91.186
  4.437766  10561.969  11088.813  11166.277  11260.101     77.464     93.824     91.164
  4.439452  10561.117  11092.497  11169.942  11263.769     77.446     93.826     91.143
  4.441139  10560.273  11096.186  11173.613  11267.442     77.427     93.829     91.122
  4.442825  10559.436  11099.881  11177.290  11271.121     77.409     93.832     91.101
  4.444513  10558.607  11103.581  11180.972  11274.806     77.391     93.835     91.081
  4.446200  10557.785  11107.286  11184.659  11278.497     77.373     93.837     91.060
  4.447888  10556.971  11110.997  11188.352  11282.192     77.355     93.841     91.039
  4.449576  10556.164  11114.712  11192.050  11285.894     77.338     93.844     91.019
  4.451265  10555.365  11118.434  11195.754  11289.601     77.320     93.847     90.998
  4.452954  10554.573  11122.160  11199.463  11293.314     77.303     93.850     90.978
  4.454643  10553.789  11125.892  11203.178  11297.032     77.286     93.854     90.958
  4.456332  10553.012  11129.629  11206.898  11300.755     77.268     93.858     90.938
  4.458022  10552.242  11133.372  11210.623  11304.484     77.252     93.861     90.918
  4.459713  10551.480  11137.119  11214.354  11308.219     77.235     93.865     90.898
  4.461403  10550.725  11140.872  11218.090  11311.959     77.218     93.869     90.878
  4.463095  10549.977  11144.630  11221.832  11315.705     77.201     93.873     90.859
  4.464786  10549.237  11148.394  11225.579  11319.456     77.185     93.877     90.839
  4.466478  10548.504  11152.162  11229.331  11323.213     77.169     93.882     90.820
  4.468170  10547.779  11155.936  11233.089  11326.975     77.153     93.886     90.800
  4.469863  10547.060  11159.715  11236.852  11330.742     77.137     93.891     90.781
  4.471556  10546.350  11163.499  11240.620  11334.515     77.121     93.895     90.762
  4.473249  10545.646  11167.289  11244.394  11338.294     77.105     93.900     90.743
  4.474943  10544.949  11171.083  11248.173  11342.078     77.090     93.905     90.724
  4.476637  10544.260  11174.883  11251.957  11345.867     77.074     93.910     90.705
  4.478332  10543.578  11178.688  11255.747  11349.662     77.059     93.915     90.686
  4.480027  10542.903  11182.498  11259.542  11353.462     77.044     93.920     90.668
  4.481723  10542.236  11186.313  11263.342  11357.267     77.029     93.925     90.649
  4.483418  10541.576  11190.134  11267.148  11361.078     77.014     93.931     90.631
  4.485115  10540.922  11193.959  11270.958  11364.895     76.999     93.936     90.612
  4.486811  10540.276  11197.790  11274.774  11368.716     76.985     93.942     90.594
  4.488509  10539.637  11201.625  11278.596  11372.543     76.970     93.948     90.576
  4.490206  10539.006  11205.466  11282.422  11376.376     76.956     93.953     90.558
  4.491904  10538.381  11209.312  11286.254  11380.214     76.942     93.959     90.540
  4.493603  10537.764  11213.163  11290.091  11384.057     76.928     93.965     90.522
  4.495301  10537.153  11217.019  11293.933  11387.905     76.914     93.972     90.504
  4.497001  10536.550  11220.881  11297.781  11391.759     76.900     93.978     90.487
  4.498701  10535.953  11224.747  11301.634  11395.618     76.887     93.984     90.469
  4.500401  10535.364  11228.618  11305.491  11399.482     76.873     93.991     90.452
  4.502101  10534.782  11232.494  11309.354  11403.352     76.860     93.998     90.435
  4.503803  10534.207  11236.376  11313.223  11407.227     76.847     94.004     90.417
  4.505504  10533.639  11240.262  11317.096  11411.107     76.834     94.011     90.400
  4.507206  10533.078  11244.154  11320.975  11414.993     76.821     94.018     90.383
  4.508909  10532.523  11248.050  11324.859  11418.884     76.808     94.025     90.366
  4.510612  10531.976  11251.951  11328.747  11422.780     76.796     94.033     90.349
  4.512315  10531.436  11255.858  11332.641  11426.681     76.784     94.040     90.333
  4.514019  10530.903  11259.769  11336.541  11430.588     76.771     94.047     90.316
  4.515724  10530.377  11263.686  11340.445  11434.500     76.759     94.055     90.299
  4.517428  10529.857  11267.607  11344.354  11438.417     76.747     94.063     90.283
  4.519134  10529.345  11271.534  11348.269  11442.340     76.735     94.071     90.267
  4.520840  10528.839  11275.465  11352.189  11446.267     76.724     94.078     90.250
  4.522546  10528.341  11279.401  11356.113  11450.200     76.712     94.086     90.234
  4.524253  10527.849  11283.343  11360.043  11454.138     76.701     94.095     90.218
  4.525960  10527.364  11287.289  11363.978  11458.081     76.690     94.103     90.202
  4.527668  10526.886  11291.240  11367.918  11462.030     76.678     94.111     90.186
  4.529377  10526.415  11295.196  11371.863  11465.983     76.667     94.120     90.171
  4.531085  10525.950  11299.157  11375.814  11469.942     76.657     94.128     90.155
  4.532795  10525.493  11303.123  11379.769  11473.906     76.646     94.137     90.139
  4.534505  10525.042  11307.094  11383.729  11477.875     76.635     94.146     90.124
  4.536215  10524.598  11311.069  11387.695  11481.849     76.625     94.155     90.109
  4.537926  10524.161  11315.050  11391.665  11485.829     76.615     94.164     90.093
  4.539638  10523.731  11319.035  11395.640  11489.813     76.605     94.173     90.078
  4.541350  10523.307  11323.026  11399.621  11493.803     76.595     94.182     90.063
  4.543062  10522.890  11327.021  11403.606  11497.798     76.585     94.192     90.048
  4.544775  10522.480  11331.021  11407.597  11501.798     76.576     94.201     90.033
  4.546489  10522.077  11335.026  11411.592  11505.803     76.566     94.211     90.018
  4.548203  10521.680  11339.036  11415.593  11509.813     76.557     94.221     90.004
  4.549918  10521.290  11343.050  11419.598  11513.829     76.548     94.231     89.989
  4.551633  10520.907  11347.070  11423.608  11517.849     76.538     94.241     89.975
  4.553349  10520.530  11351.094  11427.624  11521.875     76.530     94.251     89.960
  4.555065  10520.161  11355.123  11431.644  11525.905     76.521     94.261     89.946
  4.556782  10519.797  11359.157  11435.670  11529.941     76.512     94.271     89.932
  4.558500  10519.441  11363.196  11439.700  11533.982     76.504     94.282     89.918
  4.560218  10519.091  11367.240  11443.735  11538.028     76.496     94.293     89.904
  4.561936  10518.748  11371.288  11447.775  11542.079     76.487     94.303     89.890
  4.563656  10518.411  11375.341  11451.821  11546.135     76.479     94.314     89.876
  4.565375  10518.081  11379.399  11455.871  11550.196     76.472     94.325     89.862
  4.567096  10517.758  11383.462  11459.926  11554.262     76.464     94.336     89.848
  4.568817  10517.441  11387.529  11463.986  11558.333     76.456     94.347     89.835
  4.570538  10517.131  11391.601  11468.050  11562.409     76.449     94.359     89.821
  4.572260  10516.827  11395.678  11472.120  11566.490     76.442     94.370     89.808
  4.573983  10516.530  11399.760  11476.195  11570.576     76.435     94.382     89.795
  4.575706  10516.240  11403.847  11480.274  11574.668     76.428     94.393     89.782
  4.577430  10515.956  11407.938  11484.359  11578.764     76.421     94.405     89.768
  4.579155  10515.678  11412.034  11488.448  11582.865     76.414     94.417     89.755
  4.580880  10515.408  11416.135  11492.542  11586.971     76.408     94.429     89.743
  4.582606  10515.143  11420.240  11496.641  11591.082     76.401     94.441     89.730
  4.584332  10514.885  11424.350  11500.745  11595.199     76.395     94.453     89.717
  4.586059  10514.634  11428.465  11504.854  11599.320     76.389     94.466     89.704
  4.587787  10514.389  11432.584  11508.968  11603.446     76.383     94.478     89.692
  4.589515  10514.151  11436.709  11513.086  11607.577     76.378     94.491     89.679
  4.591244  10513.919  11440.838  11517.210  11611.713     76.372     94.504     89.667
  4.592974  10513.694  11444.971  11521.338  11615.854     76.367     94.516     89.655
  4.594704  10513.475  11449.109  11525.471  11620.000     76.361     94.529     89.643
  4.596434  10513.262  11453.252  11529.609  11624.151     76.356     94.542     89.631
  4.598166  10513.056  11457.400  11533.751  11628.307     76.351     94.556     89.619
  4.599898  10512.856  11461.552  11537.899  11632.468     76.347     94.569     89.607
  4.601631  10512.663  11465.709  11542.051  11636.634     76.342     94.582     89.595
  4.603364  10512.476  11469.871  11546.208  11640.804     76.337     94.596     89.583
  4.605098  10512.296  11474.037  11550.370  11644.980     76.333     94.610     89.572
  4.606833  10512.122  11478.208  11554.537  11649.160     76.329     94.624     89.560
  4.608568  10511.954  11482.383  11558.708  11653.346     76.325     94.638     89.549
  4.610304  10511.793  11486.563  11562.884  11657.536     76.321     94.652     89.537
  4.612041  10511.638  11490.748  11567.065  11661.731     76.317     94.666     89.526
  4.613779  10511.489  11494.938  11571.251  11665.931     76.314     94.680     89.515
  4.615517  10511.347  11499.131  11575.442  11670.136     76.310     94.695     89.504
  4.617255  10511.211  11503.330  11579.637  11674.346     76.307     94.709     89.493
  4.618995  10511.082  11507.533  11583.837  11678.561     76.304     94.724     89.482
  4.620735  10510.959  11511.741  11588.042  11682.780     76.301     94.739     89.471
  4.622476  10510.842  11515.953  11592.251  11687.005     76.298     94.754     89.461
  4.624218  10510.731  11520.170  11596.466  11691.234     76.295     94.769     89.450
  4.625960  10510.627  11524.392  11600.685  11695.468     76.293     94.784     89.440
  4.627703  10510.529  11528.618  11604.908  11699.708     76.291     94.799     89.429
  4.629446  10510.437  11532.848  11609.137  11703.951     76.289     94.814     89.419
  4.631191  10510.352  11537.084  11613.370  11708.200     76.287     94.830     89.409
  4.632936  10510.273  11541.323  11617.608  11712.454     76.285     94.846     89.398
  4.634682  10510.200  11545.568  11621.851  11716.712     76.283     94.861     89.388
  4.636428  10510.133  11549.817  11626.098  11720.975     76.281     94.877     89.378
  4.638176  10510.073  11554.070  11630.350  11725.243     76.280     94.893     89.368
  4.639924  10510.019  11558.328  11634.607  11729.516     76.279     94.910     89.359
  4.641672  10509.971  11562.590  11638.868  11733.794     76.278     94.926     89.349
  4.643422  10509.929  11566.857  11643.134  11738.076     76.277     94.942     89.339
  4.645172  10509.894  11571.129  11647.405  11742.364     76.276     94.959     89.330
  4.646923  10509.865  11575.405  11651.680  11746.656     76.276     94.975     89.320
  4.648675  10509.842  11579.685  11655.960  11750.953     76.275     94.992     89.311
  4.650427  10509.825  11583.970  11660.245  11755.254     76.275     95.009     89.302
  4.652180  10509.814  11588.260  11664.535  11759.561     76.275     95.026     89.293
  4.653934  10509.810  11592.554  11668.829  11763.872     76.275     95.043     89.283
  4.655689  10509.812  11596.852  11673.127  11768.188     76.275     95.061     89.274
  4.657445  10509.820  11601.155  11677.431  11772.509     76.275     95.078     89.266
  4.659201  10509.834  11605.463  11681.739  11776.834     76.276     95.096     89.257
  4.660958  10509.854  11609.775  11686.051  11781.165     76.277     95.113     89.248
  4.662716  10509.880  11614.091  11690.369  11785.500     76.278     95.131     89.239
  4.664475  10509.913  11618.412  11694.691  11789.840     76.279     95.149     89.231
  4.666234  10509.951  11622.737  11699.017  11794.184     76.280     95.167     89.222
  4.667994  10509.996  11627.067  11703.348  11798.533     76.281     95.185     89.214
  4.669755  10510.047  11631.401  11707.684  11802.887     76.283     95.203     89.206
  4.671517  10510.104  11635.740  11712.024  11807.246     76.284     95.222     89.197
  4.673280  10510.167  11640.083  11716.369  11811.610     76.286     95.240     89.189
  4.675043  10510.237  11644.431  11720.719  11815.978     76.288     95.259     89.181
  4.676808  10510.312  11648.783  11725.073  11820.351     76.290     95.278     89.173
  4.678573  10510.393  11653.139  11729.432  11824.729     76.293     95.297     89.165
  4.680338  10510.481  11657.500  11733.795  11829.111     76.295     95.316     89.158
  4.682105  10510.575  11661.865  11738.163  11833.498     76.298     95.335     89.150
  4.683873  10510.674  11666.235  11742.536  11837.890     76.301     95.354     89.142
  4.685641  10510.780  11670.609  11746.913  11842.287     76.304     95.374     89.135
  4.687410  10510.892  11674.987  11751.294  11846.688     76.307     95.393     89.127
  4.689180  10511.010  11679.370  11755.680  11851.094     76.310     95.413     89.120
  4.690951  10511.134  11683.758  11760.071  11855.504     76.314     95.433     89.113
  4.692723  10511.264  11688.149  11764.467  11859.920     76.317     95.453     89.106
  4.694495  10511.400  11692.545  11768.866  11864.339     76.321     95.473     89.098
  4.696269  10511.542  11696.946  11773.271  11868.764     76.325     95.493     89.091
  4.698043  10511.690  11701.351  11777.680  11873.193     76.329     95.514     89.085
  4.699818  10511.844  11705.760  11782.093  11877.627     76.333     95.534     89.078
  4.701594  10512.004  11710.173  11786.511  11882.066     76.338     95.555     89.071
  4.703371  10512.170  11714.591  11790.934  11886.509     76.343     95.576     89.064
  4.705149  10512.343  11719.014  11795.361  11890.957     76.347     95.596     89.058
  4.706928  10512.521  11723.440  11799.793  11895.410     76.352     95.617     89.051
  4.708707  10512.705  11727.871  11804.229  11899.867     76.358     95.639     89.045
  4.710488  10512.895  11732.307  11808.669  11904.329     76.363     95.660     89.038
  4.712269  10513.091  11736.746  11813.115  11908.796     76.368     95.681     89.032
  4.714051  10513.294  11741.190  11817.564  11913.267     76.374     95.703     89.026
  4.715834  10513.502  11745.639  11822.018  11917.743     76.380     95.724     89.020
  4.717618  10513.716  11750.091  11826.477  11922.223     76.386     95.746     89.014
  4.719403  10513.936  11754.548  11830.940  11926.708     76.392     95.768     89.008
  4.721189  10514.162  11759.010  11835.408  11931.198     76.398     95.790     89.002
  4.722975  10514.394  11763.475  11839.880  11935.692     76.405     95.812     88.997
  4.724763  10514.632  11767.945  11844.357  11940.191     76.411     95.835     88.991
  4.726552  10514.876  11772.420  11848.838  11944.695     76.418     95.857     88.985
  4.728341  10515.126  11776.898  11853.323  11949.203     76.425     95.880     88.980
  4.730131  10515.382  11781.381  11857.814  11953.716     76.432     95.902     88.974
  4.731923  10515.643  11785.868  11862.308  11958.233     76.440     95.925     88.969
  4.733715  10515.911  11790.360  11866.807  11962.755     76.447     95.948     88.964
  4.735508  10516.185  11794.856  11871.311  11967.282     76.455     95.971     88.959
  4.737302  10516.464  11799.356  11875.818  11971.813     76.463     95.995     88.954
  4.739097  10516.750  11803.860  11880.331  11976.349     76.471     96.018     88.949
  4.740894  10517.041  11808.369  11884.848  11980.889     76.479     96.042     88.944
  4.742691  10517.338  11812.881  11889.369  11985.434     76.487     96.065     88.939
  4.744489  10517.642  11817.399  11893.895  11989.984     76.496     96.089     88.934
  4.746287  10517.951  11821.920  11898.425  11994.538     76.505     96.113     88.930
  4.748087  10518.266  11826.446  11902.959  11999.096     76.514     96.137     88.925
  4.749888  10518.587  11830.976  11907.498  12003.660     76.523     96.161     88.921
  4.751690  10518.914  11835.510  11912.042  12008.227     76.532     96.186     88.916
